PERIOD,TYPE,NHSE_REGION_CODE,NHSE_REGION_NAME,MAIN_STAFF_GROUP,STAFF_GROUP,HC,FTE
201709 to 201809,Joiners,Y58,South West,Professionally qualified clinical staff,HCHS doctors - All grades,1974,1812.12764
201709 to 201809,Joiners,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Consultant,212,187.3825
201709 to 201809,Joiners,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,3,2.9
201709 to 201809,Joiners,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,108,79.93597
201709 to 201809,Joiners,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,639,598.0175
201709 to 201809,Joiners,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Core Training,289,282.375
201709 to 201809,Joiners,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,42,41.2
201709 to 201809,Joiners,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,590,588.4125
201709 to 201809,Joiners,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,43,13.25269
201709 to 201809,Joiners,Y58,South West,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,50,18.65148
201709 to 201809,Joiners,Y58,South West,Professionally qualified clinical staff,Nurses & health visitors,2951,2524.47331
201709 to 201809,Joiners,Y58,South West,Professionally qualified clinical staff,Midwives,245,192.28659
201709 to 201809,Joiners,Y58,South West,Professionally qualified clinical staff,Ambulance staff,166,151.35725
201709 to 201809,Joiners,Y58,South West,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",1823,1537.25845
201709 to 201809,Joiners,Y58,South West,Support to clinical staff,All staff groups,5727,4897.47426
201709 to 201809,Joiners,Y58,South West,Support to clinical staff,"Support to doctors, nurses & midwives",4306,3653.26236
201709 to 201809,Joiners,Y58,South West,Support to clinical staff,Support to ambulance staff,294,274.92882
201709 to 201809,Joiners,Y58,South West,Support to clinical staff,Support to ST&T staff,1131,969.28308
201709 to 201809,Joiners,Y58,South West,NHS infrastructure support,All staff groups,2394,2018.49503
201709 to 201809,Joiners,Y58,South West,NHS infrastructure support,Senior managers,62,55.10667
201709 to 201809,Joiners,Y58,South West,NHS infrastructure support,Managers,171,158.14991
201709 to 201809,Joiners,Y58,South West,NHS infrastructure support,Central functions,1234,1098.30567
201709 to 201809,Joiners,Y58,South West,NHS infrastructure support,"Hotel, property & estates",927,706.93278
201709 to 201809,Joiners,Y58,South West,Unknown classification,Unknown classification,261,254.75875
201709 to 201809,Joiners,Y59,South East,All staff groups,All staff groups,23688,20861.20457
201709 to 201809,Joiners,Y59,South East,Professionally qualified clinical staff,All staff groups,10593,9440.57137
201709 to 201809,Joiners,Y59,South East,Professionally qualified clinical staff,HCHS doctors - All grades,2936,2766.64506
201709 to 201809,Joiners,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Consultant,306,262.08054
201709 to 201809,Joiners,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,9,7.7
201709 to 201809,Joiners,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,183,163.1175
201709 to 201809,Joiners,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Staff Grade,1,1.0
201709 to 201809,Joiners,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,972,925.81225
201709 to 201809,Joiners,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Core Training,362,352.84375
201709 to 201809,Joiners,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,141,138.35625
201709 to 201809,Joiners,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,881,877.2325
201709 to 201809,Joiners,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,53,19.77341
201709 to 201809,Joiners,Y59,South East,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,30,18.72886
201709 to 201809,Joiners,Y59,South East,Professionally qualified clinical staff,Nurses & health visitors,4294,3774.47434
201709 to 201809,Joiners,Y59,South East,Professionally qualified clinical staff,Midwives,476,386.75543
201709 to 201809,Joiners,Y59,South East,Professionally qualified clinical staff,Ambulance staff,196,181.92759
201709 to 201809,Joiners,Y59,South East,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",2693,2330.76895
201709 to 201809,Joiners,Y59,South East,Support to clinical staff,All staff groups,8964,7852.08154
201709 to 201809,Joiners,Y59,South East,Support to clinical staff,"Support to doctors, nurses & midwives",6643,5782.57474
201709 to 201809,Joiners,Y59,South East,Support to clinical staff,Support to ambulance staff,679,623.656
201709 to 201809,Joiners,Y59,South East,Support to clinical staff,Support to ST&T staff,1643,1445.8508
201709 to 201809,Joiners,Y59,South East,NHS infrastructure support,All staff groups,3926,3359.47906
201709 to 201809,Joiners,Y59,South East,NHS infrastructure support,Senior managers,119,109.4755
201709 to 201809,Joiners,Y59,South East,NHS infrastructure support,Managers,297,278.95713
201709 to 201809,Joiners,Y59,South East,NHS infrastructure support,Central functions,1681,1495.15474
201709 to 201809,Joiners,Y59,South East,NHS infrastructure support,"Hotel, property & estates",1831,1475.89169
201709 to 201809,Joiners,Y59,South East,Unknown classification,Unknown classification,217,209.0726
201709 to 201809,Joiners,Y60,Midlands,All staff groups,All staff groups,27294,23821.6679
201709 to 201809,Joiners,Y60,Midlands,Professionally qualified clinical staff,All staff groups,12618,11334.00265
201709 to 201809,Joiners,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - All grades,3374,3219.61721
201709 to 201809,Joiners,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Consultant,318,284.39301
201709 to 201809,Joiners,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,2,1.4
201709 to 201809,Joiners,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,200,185.26017
201709 to 201809,Joiners,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Staff Grade,2,1.2
201709 to 201809,Joiners,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,1010,960.27678
201709 to 201809,Joiners,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Core Training,534,523.51075
201709 to 201809,Joiners,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,161,158.775
201709 to 201809,Joiners,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,1080,1077.80625
201709 to 201809,Joiners,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,47,11.93028
201709 to 201809,Joiners,Y60,Midlands,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,21,15.06497
201709 to 201809,Joiners,Y60,Midlands,Professionally qualified clinical staff,Nurses & health visitors,5533,4873.36257
201709 to 201809,Joiners,Y60,Midlands,Professionally qualified clinical staff,Midwives,447,370.13137
201709 to 201809,Joiners,Y60,Midlands,Professionally qualified clinical staff,Ambulance staff,289,271.43094
201709 to 201809,Joiners,Y60,Midlands,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",2976,2599.46056
201709 to 201809,Joiners,Y60,Midlands,Support to clinical staff,All staff groups,9424,8133.23376
201709 to 201809,Joiners,Y60,Midlands,Support to clinical staff,"Support to doctors, nurses & midwives",6949,5966.09355
201709 to 201809,Joiners,Y60,Midlands,Support to clinical staff,Support to ambulance staff,580,564.016
201709 to 201809,Joiners,Y60,Midlands,Support to clinical staff,Support to ST&T staff,1898,1603.12421
201709 to 201809,Joiners,Y60,Midlands,NHS infrastructure support,All staff groups,4482,3592.49035
201709 to 201809,Joiners,Y60,Midlands,NHS infrastructure support,Senior managers,120,107.48575
201709 to 201809,Joiners,Y60,Midlands,NHS infrastructure support,Managers,353,320.73051
201709 to 201809,Joiners,Y60,Midlands,NHS infrastructure support,Central functions,1905,1708.94811
201709 to 201809,Joiners,Y60,Midlands,NHS infrastructure support,"Hotel, property & estates",2104,1455.32598
201709 to 201809,Joiners,Y60,Midlands,Unknown classification,Unknown classification,775,761.94114
201709 to 201809,Joiners,Y61,East of England,All staff groups,All staff groups,16496,14743.50107
201709 to 201809,Joiners,Y61,East of England,Professionally qualified clinical staff,All staff groups,7677,6953.94442
201709 to 201809,Joiners,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - All grades,2094,2007.53961
201709 to 201809,Joiners,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Consultant,203,179.62548
201709 to 201809,Joiners,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Associate Specialist,6,3.85636
201709 to 201809,Joiners,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Specialty Doctor,128,118.66849
201709 to 201809,Joiners,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Staff Grade,2,2.0
201709 to 201809,Joiners,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Specialty Registrar,655,628.98625
201709 to 201809,Joiners,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Core Training,308,304.9625
201709 to 201809,Joiners,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 2,92,90.08875
201709 to 201809,Joiners,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Foundation Doctor Year 1,650,650.74375
201709 to 201809,Joiners,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Hospital Practitioner / Clinical Assistant,24,5.75469
201709 to 201809,Joiners,Y61,East of England,Professionally qualified clinical staff,HCHS doctors - Other HCHS Doctor Grades,27,22.85334
201709 to 201809,Joiners,Y61,East of England,Professionally qualified clinical staff,Nurses & health visitors,3284,2945.13792
201709 to 201809,Joiners,Y61,East of England,Professionally qualified clinical staff,Midwives,332,280.63642
201709 to 201809,Joiners,Y61,East of England,Professionally qualified clinical staff,Ambulance staff,205,194.73474
201709 to 201809,Joiners,Y61,East of England,Professionally qualified clinical staff,"Scientific, therapeutic & technical staff",1762,1525.89573
201709 to 201809,Joiners,Y61,East of England,Support to clinical staff,All staff groups,5987,5322.22028
201709 to 201809,Joiners,Y61,East of England,Support to clinical staff,"Support to doctors, nurses & midwives",4530,4001.98767
